carat,cut,color,clarity,depth,table,price
0.9,Good,D,SI2,62.3,58.0,3806
0.9,Very Good,D,SI2,61.0,59.0,3806
0.9,Good,D,SI2,63.8,58.0,3806
0.79,Very Good,F,VS1,61.0,55.0,3806
0.9,Fair,G,VS1,65.7,58.0,3806
1.03,Ideal,F,SI2,62.4,57.0,3807
0.61,Good,F,SI2,62.5,65.0,3807
0.71,Very Good,E,VVS1,63.0,57.0,3808
1.0,Premium,G,SI2,61.8,58.0,3808
0.9,Ideal,E,SI2,62.6,57.0,3808
1.0,Premium,I,SI1,58.5,59.0,3808
0.96,Premium,I,VS2,60.6,60.0,3808
0.84,Very Good,D,SI1,59.2,59.0,3809
1.04,Very Good,J,SI2,63.5,59.0,3810
0.82,Ideal,F,SI1,61.7,56.0,3810
0.9,Very Good,H,VS2,61.6,63.0,3810
1.08,Very Good,J,SI2,63.2,59.0,3810
0.9,Premium,H,VS2,62.8,58.0,3810
0.9,Premium,H,VS2,61.2,61.0,3810
0.9,Premium,H,VS2,63.0,61.0,3810
1.0,Ideal,I,SI2,60.9,57.0,3811
0.78,Ideal,D,VS2,61.9,56.0,3811
1.02,Good,F,SI2,63.3,61.0,3811
0.91,Ideal,F,SI2,62.2,56.0,3812
0.91,Ideal,F,SI2,62.4,57.0,3812
0.74,Ideal,D,VS1,61.3,57.0,3812
0.53,Ideal,D,IF,62.2,55.0,3812
0.93,Premium,D,SI1,60.8,60.0,3812
0.9,Premium,D,SI1,62.1,60.0,3812
0.9,Very Good,D,SI1,62.4,63.0,3812
0.9,Fair,D,SI1,60.4,61.0,3812
0.93,Good,D,SI1,63.8,59.0,3812
0.8,Premium,F,VS1,60.5,59.0,3813
0.74,Ideal,D,VS1,61.7,55.0,3813
0.73,Fair,E,VVS2,57.4,59.0,3813
1.05,Very Good,E,SI2,62.2,59.0,3816
1.18,Very Good,D,I1,61.5,62.0,3816
0.93,Premium,H,SI1,61.8,59.0,3816
0.84,Very Good,D,SI1,62.9,58.0,3816
1.05,Fair,D,SI2,65.4,59.0,3816
0.72,Ideal,F,VVS2,61.2,56.0,3816
0.9,Good,G,SI1,64.1,59.4,3816
0.9,Good,G,SI1,62.2,62.5,3816
1.01,Fair,G,SI2,58.7,67.0,3816
1.01,Fair,G,SI2,59.8,66.0,3816
0.91,Premium,G,SI1,62.2,57.0,3816
0.91,Fair,H,SI1,64.7,56.0,3816
0.75,Very Good,E,VS2,60.4,56.0,3817
0.92,Very Good,G,SI1,61.5,60.0,3817
0.79,Ideal,D,VS2,61.3,57.0,3818
0.9,Very Good,D,SI2,63.2,57.0,3818
0.3,Very Good,D,SI2,63.2,57.0,574
0.3,Ideal,D,SI2,63.0,55.0,574
0.3,Premium,D,SI2,61.8,58.0,574
0.3,Premium,D,SI2,61.2,60.0,574
0.3,Premium,G,SI1,62.7,58.0,574
0.34,Premium,J,VS1,61.7,58.0,574
0.34,Good,I,SI1,63.7,54.0,574
0.34,Premium,I,SI1,61.3,61.0,574
0.34,Premium,I,SI1,61.8,57.0,574
0.34,Premium,I,SI1,60.2,59.0,574
0.34,Premium,I,SI1,59.2,61.0,574
0.34,Premium,I,SI1,62.7,58.0,574
0.34,Premium,G,SI2,62.8,59.0,574
0.34,Very Good,F,SI2,63.5,56.0,574
0.34,Premium,F,SI2,60.0,62.0,574
0.34,Ideal,F,SI2,60.1,56.0,574
0.3,Premium,G,SI1,58.8,60.0,574
0.3,Premium,G,SI1,60.1,62.0,574
0.3,Ideal,G,SI1,62.8,56.0,574
0.3,Very Good,G,SI1,59.5,63.0,574
0.3,Premium,G,SI1,61.0,57.0,574
0.3,Premium,G,SI1,62.9,59.0,574
0.3,Premium,D,SI2,60.9,58.0,574
0.3,Premium,D,SI2,62.3,58.0,574
0.3,Ideal,D,SI2,61.1,55.0,574
0.3,Premium,D,SI2,60.2,60.0,574
0.3,Ideal,D,SI2,62.1,57.0,574
0.3,Premium,D,SI2,62.4,58.0,574
0.3,Premium,D,SI2,61.4,59.0,574
0.3,Very Good,D,SI2,63.3,57.0,574
1.01,Ideal,J,SI1,62.9,56.0,3818
1.01,Premium,I,SI2,62.6,58.0,3818
1.01,Premium,I,SI2,62.6,55.0,3818
1.01,Very Good,I,SI2,63.1,54.0,3818
0.95,Premium,I,VS2,62.9,57.0,3818
1.01,Premium,I,SI2,61.7,60.0,3818
1.0,Good,E,SI2,63.7,61.0,3819
1.0,Fair,H,VS2,64.8,55.0,3819
1.0,Premium,H,VS2,59.8,56.0,3819
1.0,Good,H,VS2,63.9,57.0,3819
0.9,Ideal,I,VS2,62.6,54.3,3820
0.9,Ideal,G,SI2,62.8,54.0,3820
1.52,Premium,G,I1,61.7,58.0,3820
0.76,Ideal,F,VS1,61.9,55.0,3820
0.85,Ideal,D,VS2,61.9,55.0,3821
1.02,Premium,G,SI2,62.3,58.1,3822
0.75,Premium,F,VVS2,62.4,57.0,3822
1.05,Premium,J,VS1,62.7,61.0,3822
1.05,Premium,H,SI2,63.0,57.0,3822
1.05,Good,H,SI2,63.9,56.0,3822
0.91,Premium,F,SI2,62.5,56.0,3822
1.05,Ideal,I,SI1,60.4,57.0,3822
1.01,Good,J,VS1,63.2,62.0,3823
1.01,Good,I,SI2,62.6,59.0,3823
0.92,Very Good,D,SI2,63.3,59.0,3823
1.06,Premium,J,SI2,62.0,58.0,3823
1.03,Premium,G,SI2,63.0,60.0,3824
1.14,Ideal,F,I1,61.7,57.0,3824
0.94,Premium,E,SI2,60.4,59.0,3825
1.08,Ideal,G,SI2,62.7,54.0,3825
0.91,Ideal,J,VVS2,60.2,57.0,3826
1.01,Good,F,SI2,63.0,60.0,3827
0.79,Ideal,E,VS2,62.2,55.0,3827
0.79,Very Good,E,VS1,62.2,55.0,3827
0.53,Very Good,D,IF,59.8,60.0,3827
0.77,Ideal,E,SI1,61.0,56.0,3827
1.05,Premium,G,SI2,60.1,60.0,3828
0.91,Very Good,D,SI2,59.3,60.0,3828
0.86,Ideal,E,SI2,61.8,57.0,3828
0.93,Ideal,F,SI2,59.5,57.0,3828
0.77,Very Good,G,VVS2,62.8,58.0,3829
0.91,Very Good,G,SI1,63.0,57.0,3830
1.14,Premium,H,SI2,62.2,61.0,3830
0.9,Very Good,E,SI1,63.2,57.0,3830
0.7,Ideal,F,VVS1,62.4,55.0,3830
0.9,Very Good,J,SI1,63.4,59.0,3830
1.0,Fair,H,SI1,55.2,64.0,3830
1.2,Premium,H,SI2,60.9,60.0,3830
0.9,Premium,E,SI2,61.7,58.0,3830
1.0,Premium,I,SI2,62.6,56.0,3830
0.95,Premium,G,SI2,59.7,61.0,3830
1.06,Premium,F,SI2,62.6,59.0,3831
0.8,Very Good,E,VS1,63.2,54.0,3831
0.74,Ideal,G,VVS2,60.7,56.0,3831
0.71,Premium,E,VVS1,62.5,57.0,3831
1.04,Premium,H,SI2,62.1,58.0,3832
1.01,Very Good,I,SI1,62.0,58.0,3832
0.63,Ideal,D,IF,61.2,53.0,3832
0.76,Very Good,E,VVS2,60.6,59.0,3833
1.01,Very Good,I,SI2,61.4,59.0,3833
1.0,Fair,G,SI1,68.2,60.0,3833
1.17,Fair,I,SI2,59.2,68.0,3833
1.0,Fair,G,SI1,68.9,56.0,3833
1.23,Very Good,H,I1,61.9,60.6,3835
1.0,Good,J,VS2,62.0,61.0,3835
1.0,Good,I,SI1,65.2,56.0,3836
0.91,Very Good,D,SI2,63.9,56.0,3837
0.77,Ideal,D,VS2,61.1,57.0,3837
0.83,Ideal,E,SI1,62.3,55.0,3837
0.91,Fair,F,VS2,66.8,58.0,3837
1.01,Fair,F,SI2,65.2,57.0,3837
1.01,Premium,F,SI2,59.2,58.0,3837
0.93,Very Good,H,SI1,59.3,61.0,3838
1.02,Good,E,SI2,62.8,64.0,3838
0.71,Ideal,D,VS2,61.0,56.0,3838
1.02,Fair,E,SI2,65.3,59.0,3838
1.12,Good,I,SI2,64.3,60.0,3838
1.12,Premium,G,SI2,61.0,60.0,3838
1.02,Premium,D,I1,61.4,60.0,3838
0.9,Premium,H,VS1,63.0,62.0,3838
0.81,Very Good,E,VS2,62.8,57.0,3839
1.02,Good,D,SI2,57.5,62.0,3839
0.93,Good,D,SI2,64.5,58.0,3839
0.7,Ideal,D,VS1,62.3,55.0,3840
0.9,Very Good,G,SI1,61.3,60.0,3841
0.9,Very Good,G,SI1,62.0,58.0,3841
0.9,Premium,G,SI1,62.7,59.0,3841
0.9,Ideal,G,SI1,62.6,56.0,3841
0.9,Premium,G,VS2,59.0,58.0,3841
0.83,Ideal,F,VS2,61.6,58.0,3841
0.9,Very Good,G,SI2,59.8,61.0,3842
0.9,Very Good,F,SI1,62.8,56.0,3842
0.74,Ideal,F,VVS2,61.4,56.0,3842
1.06,Good,I,SI2,58.7,60.0,3842
1.02,Good,D,SI2,58.9,65.0,3842
0.91,Premium,E,SI1,61.5,60.0,3842
0.92,Good,D,SI2,60.3,61.0,3843
0.9,Very Good,I,VS1,62.6,58.0,3844
1.04,Good,J,VS2,57.4,60.0,3844
0.91,Ideal,G,SI2,60.8,57.0,3844
0.93,Ideal,H,SI1,62.0,55.0,3844
0.74,Ideal,F,VS1,61.7,56.0,3845
0.91,Premium,F,SI2,59.1,60.0,3845
0.91,Premium,F,SI2,60.8,59.0,3845
1.11,Good,J,SI1,63.6,58.0,3846
0.83,Ideal,H,VVS1,63.4,56.0,3846
0.91,Premium,E,SI2,61.6,60.0,3846
1.01,Premium,F,SI2,61.7,58.0,3846
1.08,Very Good,F,SI2,63.4,55.0,3847
0.9,Fair,D,SI2,64.6,59.0,3847
1.06,Premium,I,SI2,61.5,58.0,3847
0.91,Premium,D,SI2,62.7,59.0,3848
0.91,Very Good,D,SI2,62.3,57.0,3848
0.91,Good,D,SI2,63.8,58.0,3848
0.9,Very Good,F,SI1,63.6,58.0,3848
1.08,Ideal,I,SI2,61.9,55.0,3849
0.72,Ideal,G,VVS2,61.9,57.0,3849
1.0,Good,I,SI1,63.8,58.0,3850
1.0,Good,H,SI2,63.4,61.0,3850
1.0,Very Good,H,SI2,60.2,61.0,3850
1.0,Premium,H,SI2,61.2,59.0,3850
0.6,Ideal,D,VVS1,62.3,55.0,3850
0.9,Premium,G,VS2,62.9,62.0,3850
1.01,Very Good,G,SI2,61.9,55.0,3852
1.01,Good,G,SI2,63.7,58.0,3852
1.01,Good,G,SI2,62.8,57.0,3852
1.01,Good,G,SI2,63.4,57.0,3852
0.81,Ideal,D,SI1,62.0,56.0,3852
1.01,Good,J,SI1,58.8,57.0,3853
0.91,Very Good,H,VS2,63.1,59.0,3853
0.91,Premium,H,VS2,59.6,60.0,3853
1.0,Premium,F,SI2,61.7,57.0,3853
0.92,Very Good,F,SI2,62.1,59.0,3854
0.92,Premium,F,SI2,61.8,58.0,3854
0.9,Very Good,F,SI1,61.7,60.0,3854
1.11,Premium,H,SI2,59.3,59.0,3854
0.91,Ideal,H,SI2,60.6,57.0,3854
0.92,Ideal,H,SI2,60.5,57.0,3854
0.91,Good,H,SI1,58.2,59.0,3855
0.91,Fair,D,SI1,64.4,60.0,3855
0.73,Very Good,D,VS1,62.2,56.0,3856
0.71,Ideal,D,VVS2,61.3,57.0,3856
0.93,Ideal,I,SI1,62.5,55.0,3856
1.01,Fair,G,SI2,64.7,58.0,3856
1.02,Premium,I,SI2,61.2,59.0,3856
1.02,Premium,J,SI1,63.0,58.0,3856
1.02,Ideal,J,SI1,62.8,54.0,3856
1.02,Premium,J,SI1,61.8,58.0,3856
1.02,Premium,I,SI2,62.0,59.0,3856
1.02,Good,I,SI2,63.6,56.0,3856
1.02,Ideal,I,SI2,60.7,57.0,3856
0.9,Premium,E,SI2,60.4,59.0,3856
0.9,Premium,E,SI2,61.6,59.0,3856
1.01,Very Good,E,SI2,59.4,59.0,3857
1.02,Very Good,J,SI1,62.5,58.0,3857
1.0,Very Good,F,SI2,63.5,55.0,3858
1.0,Premium,F,SI2,60.2,62.0,3858
1.0,Good,F,SI2,56.7,60.0,3858
0.74,Ideal,D,VS2,61.8,56.0,3858
1.0,Ideal,I,VS2,62.6,54.0,3858
1.0,Premium,F,SI2,61.7,58.0,3858
0.96,Ideal,G,SI2,61.7,57.0,3858
1.0,Good,F,SI2,59.8,65.0,3858
1.0,Premium,F,SI2,59.3,62.0,3858
1.0,Premium,F,SI2,60.4,58.0,3858
1.0,Good,F,SI2,59.4,64.0,3858
0.9,Good,G,VS2,63.9,61.0,3859
0.8,Ideal,F,VS1,61.2,56.0,3860
1.0,Good,G,SI2,59.7,63.0,3860
1.04,Premium,I,SI2,62.1,59.0,3861
1.08,Fair,E,SI2,64.9,60.0,3861
1.04,Premium,G,SI2,62.2,59.0,3861
1.14,Premium,J,SI2,60.4,59.0,3861
0.79,Ideal,E,VS2,62.2,55.0,3861
0.94,Very Good,D,SI2,59.0,59.0,3862
1.21,Fair,H,SI1,69.6,55.0,3862
1.21,Fair,H,SI2,65.6,56.0,3862
0.9,Very Good,E,SI1,62.9,55.0,3863
0.9,Very Good,E,SI1,63.6,57.0,3863
0.91,Ideal,J,VS1,61.9,56.0,3863
1.0,Premium,H,SI2,61.0,61.0,3864
0.78,Ideal,D,VS2,62.2,55.0,3864
1.12,Ideal,E,SI2,60.9,57.0,3864
0.76,Ideal,E,VS2,61.6,56.0,3864
1.12,Very Good,E,SI2,60.9,63.0,3864
1.0,Fair,F,SI2,65.5,54.0,3864
1.0,Premium,J,VVS2,59.6,61.0,3864
1.19,Ideal,H,I1,60.3,57.0,3864
0.92,Premium,F,SI2,59.3,61.0,3864
1.5,Good,F,I1,63.7,59.0,3864
1.17,Good,D,SI2,57.4,59.0,3866
0.9,Ideal,I,VS1,62.9,58.0,3867
0.9,Ideal,I,VS1,62.4,56.0,3867
0.9,Very Good,E,SI1,62.3,61.0,3868
1.01,Fair,H,SI1,64.5,59.0,3869
1.01,Fair,H,SI1,65.3,61.0,3869
1.01,Premium,H,SI1,62.1,57.0,3869
1.01,Premium,H,SI1,62.8,58.0,3869
0.94,Premium,F,SI2,62.6,57.0,3869
0.85,Very Good,E,VS2,60.2,60.0,3871
1.2,Premium,E,I1,62.3,60.0,3871
1.01,Good,G,SI1,62.2,65.0,3871
0.96,Ideal,G,SI2,62.1,57.0,3871
0.9,Ideal,D,SI2,62.3,57.0,3871
0.96,Good,F,VS2,63.7,54.0,3871
1.01,Fair,D,SI2,64.7,57.0,3871
0.96,Premium,H,SI2,59.2,61.0,3871
0.9,Very Good,I,VVS1,63.4,57.0,3872
1.1,Ideal,E,I1,61.9,56.0,3872
0.74,Very Good,E,VS1,62.1,53.4,3872
0.9,Very Good,E,SI2,59.4,58.0,3872
0.89,Ideal,E,SI2,61.8,56.0,3872
0.92,Very Good,F,SI2,62.8,56.0,3873
0.98,Ideal,I,SI2,62.6,54.0,3873
0.87,Premium,D,VS2,59.9,59.0,3873
0.72,Ideal,E,VVS2,62.0,56.0,3874
1.12,Ideal,G,I1,60.3,57.0,3874
1.01,Premium,I,SI2,61.1,58.0,3874
1.0,Good,H,SI2,63.2,59.0,3874
1.02,Very Good,F,SI2,58.7,63.0,3875
0.9,Fair,E,VS2,65.2,61.0,3875
0.96,Premium,I,VS2,60.6,60.0,3876
0.91,Very Good,E,SI2,62.8,59.0,3876
1.03,Fair,E,SI2,65.3,59.0,3876
1.03,Premium,E,SI2,61.7,61.0,3876
1.0,Premium,J,VS2,60.7,58.0,3877
0.92,Premium,D,SI2,59.4,59.0,3877
0.71,Premium,D,VVS2,60.4,59.0,3877
0.9,Very Good,H,VS2,61.2,61.0,3878
0.9,Very Good,H,VS2,61.6,63.0,3878
0.9,Very Good,H,VS2,63.0,61.0,3878
0.9,Very Good,H,VS2,62.8,58.0,3878
1.0,Good,H,SI2,63.9,55.0,3878
1.0,Good,I,SI1,60.5,57.0,3878
0.95,Premium,I,SI1,60.0,60.0,3878
0.91,Very Good,F,SI1,60.1,58.0,3879
1.02,Very Good,J,SI1,63.1,60.0,3879
0.75,Ideal,G,VVS2,62.2,56.0,3879
0.9,Premium,G,SI1,61.0,60.0,3879
0.9,Premium,G,SI1,60.2,59.0,3879
0.74,Ideal,F,VVS2,61.5,55.0,3879
0.9,Very Good,I,VS1,62.0,61.0,3880
0.9,Good,D,SI1,62.4,63.0,3880
0.9,Very Good,D,SI1,62.1,60.0,3880
0.9,Very Good,D,SI1,61.6,54.0,3880
0.93,Very Good,D,SI1,60.8,60.0,3880
1.2,Very Good,J,SI2,59.6,62.0,3880
1.12,Good,J,SI1,63.7,61.0,3880
1.0,Good,E,SI2,63.3,56.0,3880
0.71,Ideal,F,VVS1,61.8,56.0,3880
0.82,Ideal,G,VS1,61.9,54.0,3880
0.73,Ideal,F,IF,61.2,55.0,3880
1.26,Fair,H,SI2,64.9,60.0,3881
0.9,Good,F,SI1,63.6,59.0,3881
0.9,Premium,F,SI1,62.5,62.0,3881
0.9,Premium,F,SI1,62.6,60.0,3881
0.9,Very Good,F,SI1,63.2,61.0,3881
0.9,Very Good,F,SI1,63.1,58.0,3881
1.0,Premium,F,SI1,59.4,62.0,3881
1.05,Good,J,VS1,57.8,64.0,3881
1.0,Ideal,I,SI2,60.9,57.0,3881
0.9,Good,H,VS2,63.6,58.0,3881
0.9,Ideal,F,SI2,62.4,57.0,3881
0.91,Very Good,H,VS1,62.7,63.0,3881
0.91,Premium,H,VS1,59.2,62.0,3881
1.0,Premium,F,SI1,59.4,62.0,3881
1.11,Very Good,I,SI2,63.7,58.0,3882
1.09,Ideal,F,SI2,61.6,54.0,3882
1.13,Premium,D,SI2,58.3,60.0,3883
1.29,Very Good,J,SI2,63.5,57.0,3884
0.91,Ideal,G,SI1,62.6,57.0,3884
0.91,Very Good,G,SI1,62.2,57.0,3884
0.9,Good,E,SI1,58.1,64.0,3884
1.02,Good,H,SI2,63.7,58.0,3884
0.8,Ideal,F,VS1,62.4,55.0,3884
0.8,Ideal,F,VS1,61.6,54.0,3884
0.95,Ideal,I,VS2,62.2,57.0,3884
0.97,Ideal,F,SI1,61.7,56.0,3884
1.01,Very Good,I,SI2,61.8,60.0,3885
0.91,Very Good,F,SI1,62.2,55.0,3885
1.01,Good,F,SI2,62.5,59.0,3886
1.01,Good,F,SI2,62.7,61.0,3886
0.94,Very Good,E,SI2,62.0,58.0,3886
1.05,Premium,E,SI2,62.2,59.0,3886
1.18,Ideal,D,I1,61.5,62.0,3886
1.01,Fair,J,VS2,59.6,62.0,3886
0.91,Very Good,H,VS2,61.6,60.0,3887
0.7,Very Good,F,IF,61.5,58.0,3887
1.01,Very Good,H,SI2,60.6,61.0,3888
1.01,Very Good,I,SI1,62.8,58.0,3888
1.01,Very Good,I,SI1,62.1,58.0,3888
1.01,Good,H,SI2,63.9,58.0,3888
1.01,Very Good,I,SI1,60.3,57.0,3888
1.01,Very Good,I,SI1,62.0,54.0,3888
0.73,Ideal,F,VVS2,61.9,55.2,3888
0.74,Ideal,E,VS1,62.2,55.0,3888
0.91,Premium,D,SI2,61.2,58.0,3889
1.0,Good,E,SI2,63.7,61.0,3889
1.0,Fair,E,SI2,56.9,63.0,3889
1.12,Premium,H,SI2,61.4,59.0,3889
0.3,Very Good,D,SI2,63.4,56.0,574
0.3,Premium,D,SI2,62.9,58.0,574
0.3,Premium,D,SI2,62.4,59.0,574
0.3,Premium,D,SI2,62.2,59.0,574
0.3,Premium,D,SI2,61.0,61.0,574
0.3,Premium,D,SI2,61.2,57.0,574
0.33,Good,E,VS2,57.3,59.0,574
0.25,Very Good,F,VVS2,59.0,58.0,575
0.25,Very Good,F,VVS2,59.4,57.0,575
0.25,Very Good,F,VVS2,61.8,58.0,575
0.25,Very Good,F,VVS2,61.0,58.0,575
0.25,Very Good,F,VVS2,60.4,59.0,575
0.25,Very Good,F,VVS2,63.2,57.0,575
0.27,Very Good,E,VVS2,58.6,61.0,575
0.25,Very Good,E,VVS2,60.2,59.0,575
0.25,Very Good,E,VVS2,62.7,59.0,575
0.27,Very Good,E,VVS2,61.9,58.0,575
0.25,Very Good,E,VVS2,59.8,59.0,575
0.25,Very Good,E,VVS2,62.1,58.0,575
0.25,Very Good,E,VVS2,63.0,57.0,575
0.25,Very Good,E,VVS2,60.9,59.0,575
0.25,Very Good,E,VVS2,61.9,59.0,575
0.25,Very Good,E,VVS2,63.4,58.0,575
0.25,Very Good,E,VVS2,63.0,55.0,575
0.25,Very Good,E,VVS2,60.5,59.0,575
0.25,Very Good,D,VVS2,58.8,59.0,575
0.27,Very Good,D,VVS2,64.6,53.0,575
0.25,Very Good,D,VVS2,61.3,59.0,575
0.25,Very Good,E,VVS1,59.7,58.0,575
0.25,Very Good,E,VVS1,60.7,58.0,575
0.9,Very Good,H,VS2,60.8,58.0,3890
1.09,Very Good,D,SI2,61.9,61.0,3890
0.8,Ideal,E,SI1,61.0,57.0,3890
0.9,Good,H,VS2,64.3,60.0,3890
0.92,Good,D,SI2,63.3,59.0,3891
0.91,Very Good,G,SI2,63.4,60.0,3891
1.1,Fair,E,SI1,65.5,57.0,3891
1.02,Premium,G,SI2,62.3,58.0,3892
1.03,Good,H,SI2,65.0,57.0,3892
1.03,Fair,I,SI1,57.4,61.0,3892
0.9,Very Good,F,SI1,61.1,56.0,3893
0.9,Good,F,SI1,61.3,60.0,3893
1.03,Ideal,J,SI1,62.3,56.0,3893
0.91,Good,F,SI1,66.1,57.0,3893
0.9,Ideal,G,SI1,60.2,56.0,3894
1.18,Very Good,E,I1,62.5,58.0,3894
1.0,Good,D,SI2,64.3,53.0,3894
0.9,Very Good,E,VS2,63.4,59.0,3894
0.76,Premium,D,VS1,60.6,58.0,3894
0.98,Very Good,E,SI2,61.1,60.0,3895
1.01,Good,G,SI2,64.5,61.0,3895
1.01,Good,F,SI2,61.5,61.0,3895
0.9,Good,E,SI2,61.3,61.0,3895
0.92,Premium,I,VS2,60.9,58.0,3895
0.93,Good,F,SI2,63.4,54.0,3896
0.72,Ideal,D,VS1,60.9,56.0,3896
1.24,Premium,G,SI2,60.0,60.0,3896
1.04,Premium,G,SI2,60.6,59.0,3896
1.01,Premium,F,SI2,63.0,60.0,3897
1.01,Premium,F,SI2,58.3,58.0,3897
1.01,Premium,F,SI2,60.0,59.0,3897
1.01,Good,F,SI2,63.7,60.0,3897
1.01,Very Good,F,SI2,63.5,56.0,3897
1.01,Premium,J,VVS2,62.7,59.0,3897
1.01,Good,F,SI2,64.3,57.0,3897
0.78,Very Good,E,VS1,61.5,60.0,3898
0.9,Very Good,F,SI1,63.4,56.0,3898
0.9,Good,F,SI1,62.4,55.0,3898
0.91,Premium,E,SI2,62.8,59.0,3898
1.05,Premium,G,SI2,60.1,60.0,3898
1.13,Premium,E,SI2,62.5,57.0,3898
0.91,Ideal,E,SI2,60.8,56.0,3898
0.91,Ideal,E,SI2,61.5,56.0,3898
1.05,Good,G,SI2,63.7,59.0,3898
1.01,Premium,I,SI2,62.1,59.0,3899
1.18,Fair,D,SI2,57.0,66.0,3899
0.73,Ideal,F,VVS1,62.7,56.0,3900
1.11,Very Good,J,SI1,62.0,58.0,3901
0.7,Ideal,E,VVS2,62.6,54.0,3901
1.06,Premium,F,SI2,62.6,59.0,3901
1.29,Premium,E,I1,58.6,60.0,3901
0.9,Very Good,E,SI2,62.6,58.0,3902
0.9,Very Good,E,SI2,61.1,58.0,3902
1.04,Premium,H,SI1,60.0,58.0,3902
0.9,Good,H,VS2,64.1,56.0,3902
0.72,Very Good,E,VVS1,61.2,58.0,3903
1.03,Very Good,F,SI2,60.2,55.0,3903
1.01,Good,H,SI2,57.9,59.0,3903
1.01,Premium,F,SI2,61.1,57.0,3903
0.82,Ideal,E,VS2,61.9,57.0,3903
1.02,Premium,G,SI2,60.7,56.0,3904
1.01,Very Good,J,SI2,62.2,58.0,3905
1.23,Ideal,H,I1,61.9,61.0,3905
1.0,Good,F,SI2,63.7,57.0,3906
1.0,Very Good,F,SI2,62.4,56.0,3906
1.0,Very Good,F,SI2,61.9,59.0,3906
1.01,Very Good,J,SI2,62.8,59.0,3906
0.91,Ideal,I,VS1,62.1,57.0,3906
1.0,Good,G,SI2,64.2,57.0,3906
0.71,Very Good,E,VVS1,57.9,61.0,3907
0.95,Premium,E,SI2,58.9,61.0,3907
0.9,Ideal,I,SI1,61.6,55.0,3908
1.24,Very Good,J,SI2,63.3,60.0,3908
0.9,Very Good,G,SI2,60.8,57.0,3909
0.71,Ideal,G,VVS2,61.5,57.0,3909
1.02,Good,D,SI2,63.8,59.0,3909
1.02,Good,D,SI2,57.5,62.0,3909
0.9,Very Good,G,VS2,59.0,58.0,3910
0.91,Very Good,D,SI2,60.8,58.0,3910
0.92,Premium,F,SI1,62.0,60.0,3910
0.77,Very Good,E,VS2,60.4,58.0,3911
0.91,Premium,E,SI1,61.5,60.0,3911
0.91,Very Good,D,SI2,63.4,59.0,3911
0.97,Premium,H,SI1,58.0,62.0,3911
1.02,Ideal,I,SI2,62.7,57.0,3913
0.73,Ideal,G,VVS1,61.6,56.0,3913
0.8,Ideal,F,VS2,61.3,55.0,3913
0.81,Ideal,E,SI1,61.9,55.0,3913
1.18,Premium,J,VS2,62.8,59.0,3913
1.39,Very Good,I,I1,62.6,57.0,3914
1.04,Premium,E,SI2,61.6,58.0,3914
1.02,Ideal,H,I1,62.1,56.0,3915
0.66,Ideal,D,VVS2,61.3,57.0,3915
0.94,Ideal,E,SI2,61.1,55.0,3915
1.0,Premium,H,SI1,62.9,60.0,3915
0.92,Premium,H,VS2,59.6,59.0,3916
1.01,Fair,E,SI2,57.9,57.0,3916
1.11,Good,J,SI1,63.6,58.0,3916
0.92,Good,D,SI2,63.9,55.0,3916
0.92,Premium,G,SI2,59.4,60.0,3916
0.77,Very Good,F,VVS2,60.6,60.0,3917
0.9,Premium,E,SI1,60.3,60.0,3917
1.1,Good,F,SI2,63.7,58.0,3918
0.9,Good,G,VS2,62.9,62.0,3918
0.9,Very Good,D,SI2,63.5,58.0,3918
0.95,Ideal,I,SI2,61.2,56.0,3918
1.1,Premium,F,SI2,62.1,56.0,3918
1.0,Premium,I,VS2,62.7,62.0,3918
0.9,Very Good,G,SI1,62.6,60.0,3919
0.9,Very Good,H,VS2,63.1,60.0,3919
0.9,Good,H,VS2,64.0,58.0,3919
0.9,Premium,H,VS2,62.3,58.0,3919
1.0,Premium,H,SI2,60.2,61.0,3920
1.01,Premium,F,SI1,62.8,59.0,3920
0.92,Very Good,F,SI1,63.8,56.0,3920
1.0,Fair,I,SI1,56.4,61.0,3920
1.0,Good,I,SI1,62.9,64.0,3920
1.0,Very Good,G,SI2,63.3,56.0,3920
1.0,Premium,H,SI2,61.3,58.0,3920
1.0,Premium,H,SI2,61.2,59.0,3920
1.0,Very Good,H,SI2,63.4,61.0,3920
1.0,Good,I,SI1,63.8,58.0,3920
1.0,Good,J,VS1,58.1,64.0,3920
1.0,Good,I,SI1,63.7,64.0,3920
1.0,Premium,F,SI2,61.5,58.0,3920
0.7,Very Good,D,VVS1,61.5,63.0,3920
1.0,Premium,J,SI1,58.7,58.0,3920
0.51,Fair,F,VVS2,65.4,60.0,3920
0.91,Premium,H,VS2,59.6,60.0,3921
0.91,Good,H,VS2,63.1,59.0,3921
1.03,Ideal,J,SI1,61.9,56.0,3921
0.9,Good,G,SI1,60.2,63.0,3921
0.88,Premium,F,VS1,60.7,55.0,3921
0.74,Ideal,G,VVS2,61.7,55.0,3922
1.03,Ideal,J,SI1,62.6,57.0,3922
0.78,Very Good,D,VS1,61.5,57.0,3923
1.01,Premium,G,SI2,63.0,59.0,3923
0.81,Ideal,G,VS1,61.6,56.0,3923
1.01,Good,G,SI2,63.7,58.0,3923
0.92,Fair,H,VS1,56.0,60.0,3924
0.91,Very Good,H,VS2,63.7,57.0,3924
0.9,Premium,E,SI2,60.4,59.0,3924
